Task_Record_ID,Task_Length_MI,Task_Priority,Task_Dependency_Level,Task_Arrival_Time,CPU_Utilization,Memory_Usage,Queue_Length,Node_Trust_Score,Node_Processing_Speed_MIPS,System_Load_Level,Execution_Environment,Assigned_Node
TASK_0603,7983,3,1,4385.64,39.83,73.09,0,0.852,16535,Medium,Edge,1
TASK_0604,1039,3,4,2640.95,44.4,17.53,13,0.65,6061,Medium,Cloud,3
TASK_0605,5464,4,2,2336.3,43.46,59.49,19,0.879,2858,High,Cloud,5
TASK_0606,5335,1,4,533.56,26.31,29.0,5,0.603,14678,Low,Edge,1
TASK_0607,4275,1,4,3247.78,15.2,40.95,1,0.772,3065,Low,Cloud,1
TASK_0608,6542,2,3,4340.0,60.23,41.1,7,0.902,15391,Medium,Cloud,1
TASK_0609,7602,1,1,4140.93,94.08,50.18,0,0.769,14346,Medium,Cloud,5
TASK_0610,7812,3,0,3130.27,24.18,40.06,3,0.954,16237,High,Cloud,2
TASK_0611,5820,3,1,376.39,13.97,23.05,3,0.529,7773,Low,Edge,4
TASK_0612,6632,3,4,561.99,76.26,25.92,4,0.794,10788,High,Cloud,1
TASK_0613,8391,2,1,246.54,31.47,17.51,19,0.781,15094,Medium,Hybrid,4
TASK_0614,3279,3,3,1287.4,80.52,50.27,8,0.83,5442,Medium,Hybrid,4
TASK_0615,1424,1,0,678.31,69.83,86.58,12,0.917,10247,Low,Cloud,1
TASK_0616,2081,4,3,1300.24,90.38,23.68,17,0.863,14195,Medium,Hybrid,1
TASK_0617,8214,4,0,1925.29,44.76,85.97,16,0.895,10215,Low,Cloud,4
TASK_0618,3824,5,4,4714.91,66.27,70.0,0,0.644,4204,Low,Cloud,2
TASK_0619,6213,1,0,3051.88,49.51,62.81,14,0.694,17959,Medium,Cloud,4
TASK_0620,7526,3,0,4174.87,63.6,63.4,1,0.813,17582,High,Cloud,2
TASK_0621,755,4,0,3551.76,48.22,77.0,15,0.777,2365,High,Edge,3
TASK_0622,5304,1,1,562.52,26.03,23.02,19,0.981,19382,Medium,Cloud,2
TASK_0623,2338,4,1,3679.6,53.17,52.86,4,0.593,18400,Medium,Hybrid,5
TASK_0624,509,3,4,1375.49,54.93,67.28,18,0.676,1025,Medium,Edge,1
TASK_0625,3371,4,0,3195.54,78.9,59.01,4,0.786,4724,High,Cloud,3
TASK_0626,9489,5,2,1704.81,72.52,77.46,1,0.934,4458,Medium,Edge,4
TASK_0627,7909,5,4,4988.36,66.42,20.42,6,0.965,11559,Low,Hybrid,2
TASK_0628,7918,4,0,1317.76,19.64,66.8,2,0.668,5746,Low,Cloud,3
TASK_0629,5624,1,0,1395.65,71.25,55.05,16,0.534,14217,Medium,Cloud,5
TASK_0630,1515,1,1,4653.36,52.53,43.44,2,0.711,10067,Medium,Edge,2
TASK_0631,2693,1,4,123.22,86.0,40.52,12,0.697,10133,Low,Edge,4
TASK_0632,8915,4,0,3483.44,88.19,61.56,6,0.993,4041,High,Edge,4
TASK_0633,7949,1,0,3626.63,14.69,81.82,2,0.716,8765,High,Cloud,2
TASK_0634,4658,3,4,4181.89,79.75,52.21,14,0.653,6404,Medium,Edge,5
TASK_0635,4425,5,2,4872.2,13.2,76.85,17,0.683,1571,Low,Edge,1
TASK_0636,7470,3,4,4878.01,41.21,45.16,9,0.698,9796,Medium,Edge,1
TASK_0637,7438,1,4,326.38,56.1,22.68,6,0.911,13612,High,Cloud,4
TASK_0638,5284,3,2,4109.2,22.59,19.61,8,0.541,16305,High,Edge,5
TASK_0639,4500,1,4,3231.55,73.44,18.85,4,0.658,9573,Low,Cloud,4
TASK_0640,2133,4,0,3236.71,10.71,43.51,19,0.983,2236,Low,Edge,1
TASK_0641,7766,3,4,641.75,24.33,40.29,7,0.577,3380,Medium,Hybrid,4
TASK_0642,9202,4,2,3250.94,59.37,68.85,13,0.871,8177,Medium,Edge,2
TASK_0643,884,4,3,4912.41,70.72,70.71,3,0.678,15538,Medium,Cloud,2
TASK_0644,904,2,4,4559.09,87.91,18.81,19,0.791,12971,High,Cloud,5
TASK_0645,8675,1,1,2195.65,69.97,31.58,13,0.55,11297,Medium,Hybrid,1
TASK_0646,2500,5,0,199.74,67.1,35.57,11,0.653,2517,Low,Edge,5
TASK_0647,6489,1,0,1811.47,43.52,56.07,1,0.75,18917,High,Edge,5
TASK_0648,1960,5,1,4131.95,10.11,25.84,12,0.616,6887,Low,Cloud,1
TASK_0649,7690,1,1,3507.5,20.21,25.05,0,0.771,12486,High,Edge,3
TASK_0650,7640,4,4,2296.72,55.44,85.78,19,0.61,5642,Medium,Edge,3
TASK_0651,4136,3,1,275.51,67.39,75.32,6,0.825,19534,High,Hybrid,4
TASK_0652,5309,3,3,2134.47,45.48,28.55,8,0.952,12423,Low,Edge,3
TASK_0653,4678,2,2,2345.12,72.11,45.49,16,0.543,12399,Low,Edge,2
TASK_0654,7745,5,1,4642.78,54.36,41.67,12,0.608,7061,Medium,Edge,5
TASK_0655,7100,5,1,3205.43,16.3,74.33,9,0.922,13685,Medium,Cloud,4
TASK_0656,6497,5,3,1558.26,26.32,53.27,15,0.816,5487,Medium,Hybrid,5
TASK_0657,2548,4,0,2626.59,81.4,24.59,5,0.539,13018,High,Edge,1
TASK_0658,5280,5,0,330.28,71.62,70.42,15,0.743,8750,High,Hybrid,3
TASK_0659,1216,3,4,4862.84,86.05,44.77,10,0.605,18461,Medium,Edge,1
TASK_0660,8439,4,3,1800.3,19.99,34.72,19,0.6,18684,Low,Cloud,4
TASK_0661,6065,1,2,2389.34,94.17,43.16,2,0.97,11350,High,Edge,2
TASK_0662,5044,5,2,1776.42,27.8,52.33,8,0.881,15410,High,Cloud,3
TASK_0663,5476,5,3,3412.56,11.0,40.73,14,0.848,16105,Medium,Cloud,1
TASK_0664,3919,1,2,3311.16,94.78,33.14,12,0.619,19913,High,Cloud,3
TASK_0665,7739,5,0,3576.61,33.89,44.89,9,0.559,4260,Low,Edge,5
TASK_0666,749,1,2,1340.72,66.78,16.44,19,0.935,17747,Low,Edge,2
TASK_0667,9365,4,2,1578.34,25.02,72.94,12,0.503,15574,Low,Cloud,3
TASK_0668,1270,3,3,626.26,59.32,27.82,16,0.694,14712,High,Edge,2
TASK_0669,4863,1,3,3277.55,86.84,18.29,6,0.639,18229,Medium,Cloud,5
TASK_0670,1577,2,2,198.99,37.22,64.03,5,0.785,18711,Medium,Hybrid,5
TASK_0671,8927,1,1,2988.41,66.97,73.05,12,0.625,4255,Low,Edge,1
TASK_0672,9080,5,3,4348.48,25.97,76.04,16,0.656,4237,Low,Edge,4
TASK_0673,8401,4,4,4454.16,63.11,52.01,14,0.925,13433,Low,Cloud,1
TASK_0674,5358,4,4,2245.19,38.6,30.4,3,0.802,10497,Medium,Edge,2
TASK_0675,7044,1,0,2296.52,27.95,70.29,14,0.573,17350,Low,Edge,1
TASK_0676,5219,3,2,384.85,36.62,67.48,13,0.863,16941,Low,Hybrid,3
TASK_0677,3314,2,1,3353.83,25.2,33.47,10,0.604,11224,High,Cloud,1
TASK_0678,3874,4,0,4106.3,86.66,82.76,3,0.717,9956,Medium,Cloud,4
TASK_0679,1752,5,2,1223.28,43.76,22.83,2,0.823,6465,High,Edge,4
TASK_0680,7496,5,3,2106.5,30.85,88.7,1,0.636,17882,Low,Cloud,2
TASK_0681,5173,3,4,4194.2,48.11,79.52,19,0.692,3944,Medium,Cloud,5
TASK_0682,5030,4,1,4385.6,37.25,66.59,9,0.867,6856,Medium,Hybrid,4
TASK_0683,7381,1,4,1215.9,73.28,85.41,12,0.969,12996,Low,Cloud,2
TASK_0684,7449,5,3,2752.85,92.55,69.17,19,0.765,13652,Low,Hybrid,4
TASK_0685,6741,3,2,962.47,47.23,29.28,17,0.505,7077,High,Cloud,4
TASK_0686,8517,4,3,509.39,83.19,48.16,15,0.669,1135,High,Edge,5
TASK_0687,7441,4,3,4555.6,58.1,20.36,10,0.699,16773,Low,Edge,3
TASK_0688,7502,4,4,4102.54,23.37,44.22,9,0.67,10292,Medium,Edge,2
TASK_0689,1831,4,1,3800.17,68.7,70.62,8,0.718,5033,High,Hybrid,4
TASK_0690,4761,4,3,243.83,53.64,43.98,11,0.816,15178,Low,Cloud,4
TASK_0691,8148,5,4,4218.64,65.3,39.77,18,0.561,7546,Medium,Hybrid,1
TASK_0692,5615,3,1,2190.22,85.62,59.65,0,0.636,9396,High,Edge,3
TASK_0693,5137,4,2,1711.98,47.44,80.42,17,0.754,11563,High,Cloud,5
TASK_0694,5354,2,2,2732.38,86.6,18.57,13,0.658,13882,Medium,Hybrid,2
TASK_0695,3677,2,0,456.77,73.81,43.91,0,0.996,17945,Low,Cloud,4
TASK_0696,8230,3,4,3783.23,51.53,26.87,16,0.716,4314,Low,Hybrid,2
TASK_0697,2680,1,1,2912.18,61.27,67.15,10,0.935,19595,High,Cloud,5
TASK_0698,5392,1,3,932.95,37.67,22.93,19,0.948,19755,High,Hybrid,3
TASK_0699,7543,1,2,941.16,93.61,64.86,14,0.918,13927,Medium,Edge,1
TASK_0700,637,2,1,921.24,66.72,36.46,3,0.523,3681,High,Cloud,3
TASK_0701,6827,1,4,285.01,13.73,29.92,14,0.974,3806,High,Edge,1
TASK_0702,3972,5,0,2938.99,37.76,85.23,13,0.564,12961,Medium,Cloud,2
TASK_0703,5949,4,2,4201.74,62.98,16.39,0,0.517,19639,High,Cloud,3
TASK_0704,3332,2,1,87.49,14.79,47.83,8,0.707,13602,Medium,Cloud,3
TASK_0705,4079,3,1,245.02,12.03,16.62,6,0.597,10092,Medium,Cloud,3
TASK_0706,6471,3,1,2863.85,48.25,51.27,10,0.592,7382,Low,Cloud,5
TASK_0707,4664,4,4,4097.48,38.28,52.58,1,0.644,10942,High,Edge,2
TASK_0708,8441,2,4,1633.69,47.26,39.12,1,0.624,4159,Medium,Edge,1
TASK_0709,6069,1,4,1748.07,32.33,24.91,5,0.842,6656,Low,Edge,3
TASK_0710,4800,1,3,2981.73,24.0,43.23,18,0.593,2452,High,Cloud,2
TASK_0711,6769,5,1,1371.06,68.58,65.42,19,0.772,10435,Medium,Edge,5
TASK_0712,4318,5,2,133.04,53.74,73.68,13,0.993,19706,High,Edge,5
TASK_0713,2406,1,4,3676.14,27.01,54.81,2,0.716,10862,Low,Cloud,2
TASK_0714,6754,3,4,3128.25,37.17,59.24,6,0.821,11219,Medium,Hybrid,1
TASK_0715,1260,3,1,2903.78,60.3,30.05,6,0.985,2768,Low,Edge,2
TASK_0716,8330,5,4,3708.42,16.14,36.55,3,0.569,7096,High,Edge,2
TASK_0717,7850,4,3,3376.15,22.53,27.14,4,0.709,6185,Low,Cloud,4
TASK_0718,6738,1,3,1029.41,16.23,33.7,16,0.925,12855,Medium,Cloud,5
TASK_0719,6590,5,4,1762.41,79.05,31.87,3,0.966,11494,High,Hybrid,1
TASK_0720,6531,5,1,630.55,73.95,53.96,12,0.801,15460,Medium,Hybrid,4
TASK_0721,8187,1,1,649.29,74.03,57.2,15,0.572,2169,High,Cloud,2
TASK_0722,9591,1,1,3380.98,70.89,85.87,15,0.951,7590,High,Cloud,5
TASK_0723,8972,3,0,4293.0,66.9,29.67,1,0.587,17770,Low,Edge,4
TASK_0724,2387,4,4,4813.66,50.54,63.13,17,0.676,19814,Low,Edge,4
TASK_0725,3766,4,1,3141.74,64.59,76.29,0,0.688,18789,Low,Hybrid,1
TASK_0726,1166,1,3,920.51,13.26,57.02,17,0.724,1123,Low,Cloud,2
TASK_0727,4688,2,2,528.25,62.82,34.13,7,0.895,16626,High,Cloud,1
TASK_0728,1171,5,2,4064.25,76.12,34.69,10,0.901,6909,High,Cloud,4
TASK_0729,7277,5,1,2893.78,52.53,17.94,14,0.86,4896,Low,Cloud,4
TASK_0730,8070,1,2,3091.43,40.39,37.91,15,0.511,9066,Medium,Cloud,1
TASK_0731,8456,2,2,3907.31,33.58,70.85,16,0.782,10373,Medium,Hybrid,4
TASK_0732,5624,3,0,3516.39,64.64,18.56,16,0.874,18111,Low,Edge,3
TASK_0733,6085,1,3,4172.29,68.89,31.45,11,0.722,8039,Medium,Hybrid,5
TASK_0734,5277,1,3,281.07,84.03,67.97,9,0.972,13076,Medium,Cloud,2
TASK_0735,4400,5,0,3737.6,39.1,73.7,19,0.912,4670,Medium,Cloud,5
TASK_0736,7177,1,0,4254.26,75.43,49.15,5,0.819,18525,Medium,Cloud,2
TASK_0737,7481,1,2,1430.68,57.72,67.36,7,0.531,11567,High,Cloud,4
TASK_0738,6876,1,4,3202.24,85.04,44.1,12,0.826,16029,Low,Hybrid,1
TASK_0739,1023,5,2,1570.81,54.86,26.99,1,0.956,16793,High,Cloud,1
TASK_0740,2893,3,0,4789.86,54.0,44.86,18,0.69,9550,Medium,Cloud,4
TASK_0741,3093,3,3,167.12,59.12,58.5,9,0.919,16338,High,Cloud,2
TASK_0742,7740,1,2,2898.96,73.69,86.1,3,0.657,19595,Medium,Cloud,4
TASK_0743,7437,5,4,832.52,92.0,20.16,11,0.785,1972,High,Edge,2
TASK_0744,6690,3,2,3561.1,16.25,53.05,17,0.824,1360,High,Cloud,4
TASK_0745,5740,3,1,879.45,14.54,39.67,6,0.839,3632,Medium,Edge,4
TASK_0746,6993,3,2,1176.92,89.69,53.12,19,0.941,4190,Medium,Edge,4
TASK_0747,3378,5,0,2471.85,55.04,16.8,3,0.617,5948,High,Cloud,1
TASK_0748,4643,5,3,4574.17,62.27,38.48,6,0.631,16346,High,Cloud,2
TASK_0749,4144,1,3,1058.57,51.01,76.49,9,0.852,16554,High,Edge,4
TASK_0750,4932,4,0,721.2,17.96,56.55,14,0.589,19008,High,Edge,5
TASK_0751,1776,3,1,3794.88,75.29,48.79,11,0.732,13120,Medium,Cloud,5
TASK_0752,6311,4,0,2503.1,73.51,36.41,0,0.51,19140,Low,Cloud,1
TASK_0753,802,5,2,4558.93,36.49,37.35,19,0.57,8818,Low,Cloud,3
TASK_0754,1138,5,0,733.07,36.03,43.73,17,0.839,6119,High,Cloud,1
TASK_0755,555,5,0,3229.64,81.22,77.67,15,0.874,13953,Medium,Cloud,3
TASK_0756,9217,4,1,1164.4,16.15,87.54,4,0.558,15900,Low,Cloud,1
TASK_0757,8650,5,2,783.8,84.89,47.9,18,0.614,1975,High,Cloud,5
TASK_0758,2625,1,4,3417.15,31.82,44.5,3,0.549,17265,High,Cloud,4
TASK_0759,864,5,4,2968.42,60.4,78.49,5,0.717,5318,Low,Cloud,2
TASK_0760,7309,2,3,3774.14,89.56,47.02,16,0.563,3313,Low,Hybrid,4
TASK_0761,5121,4,0,1547.31,67.64,56.4,6,0.719,18171,Medium,Edge,5
TASK_0762,5626,2,3,2239.86,45.23,32.32,6,0.866,19812,Low,Hybrid,2
TASK_0763,5622,5,1,2027.36,68.61,70.76,8,0.842,9747,High,Cloud,3
TASK_0764,2146,1,4,4920.45,39.24,54.9,12,0.64,11301,Medium,Edge,3
TASK_0765,1418,3,0,1461.24,33.57,75.68,19,0.837,16048,High,Cloud,5
TASK_0766,3297,5,1,1474.09,94.72,73.55,13,0.964,14134,High,Edge,2
TASK_0767,7006,1,1,1772.74,73.82,31.13,15,0.674,7664,Medium,Cloud,4
TASK_0768,6370,4,0,2822.97,64.8,68.67,8,0.665,14382,Medium,Cloud,5
TASK_0769,2031,2,1,1261.61,40.2,75.0,14,0.786,11841,Medium,Hybrid,3
TASK_0770,8672,2,0,4576.45,14.18,40.96,4,0.623,13427,Medium,Edge,5
TASK_0771,3845,2,0,1328.43,12.64,27.95,17,0.826,8483,Medium,Hybrid,4
TASK_0772,8173,4,2,4479.08,57.11,15.2,19,0.916,2363,High,Cloud,1
TASK_0773,7449,1,3,517.38,74.77,48.82,7,0.73,4959,Medium,Cloud,1
TASK_0774,7382,4,1,3282.81,55.68,41.43,14,0.84,2749,High,Cloud,4
TASK_0775,2406,2,1,4534.93,81.47,56.62,8,0.826,1540,Low,Edge,2
TASK_0776,3586,5,2,843.75,12.84,29.1,18,0.519,8634,Low,Edge,5
TASK_0777,8652,3,2,4841.63,41.17,79.47,5,0.592,11614,High,Hybrid,4
TASK_0778,6250,4,2,2264.42,30.15,34.33,3,0.947,11282,Medium,Cloud,1
TASK_0779,9405,4,4,4728.58,48.02,31.98,10,0.969,4958,Medium,Edge,3
TASK_0780,1562,1,4,3384.1,16.15,51.05,9,0.89,16412,Medium,Cloud,4
TASK_0781,2476,1,4,1507.93,91.1,52.41,2,0.961,4859,Low,Cloud,4
TASK_0782,1796,4,0,941.51,28.98,31.13,0,0.653,9050,High,Edge,4
TASK_0783,6729,2,1,1518.68,88.4,35.39,11,0.624,19041,Low,Edge,1
TASK_0784,8141,3,3,465.09,46.2,27.73,14,0.692,7185,Medium,Cloud,1
TASK_0785,625,1,0,719.34,93.77,68.88,14,0.528,18423,Medium,Cloud,4
TASK_0786,5132,2,1,523.3,57.09,72.76,13,0.905,19500,High,Cloud,4
TASK_0787,6788,5,1,2114.72,89.12,49.67,6,0.992,15388,Medium,Cloud,2
TASK_0788,4096,1,2,3977.89,10.45,68.56,16,0.912,9876,Low,Cloud,3
TASK_0789,6668,2,2,706.92,73.6,70.2,18,0.777,5018,Medium,Cloud,5
TASK_0790,8061,2,0,651.6,86.76,25.37,6,0.648,10989,Low,Cloud,5
TASK_0791,8758,3,2,3217.14,21.88,87.46,2,0.599,19208,Low,Hybrid,5
TASK_0792,732,3,1,985.91,18.17,76.58,2,0.682,9452,Low,Hybrid,1
TASK_0793,9861,5,2,488.05,46.09,30.34,17,0.833,4571,Medium,Edge,1
TASK_0794,6871,2,4,834.24,89.36,28.96,19,0.724,10680,Low,Hybrid,2
TASK_0795,4706,2,2,4618.66,56.1,24.42,13,0.967,15318,Medium,Edge,1
TASK_0796,8443,3,1,4107.36,54.83,25.38,2,0.927,17738,High,Cloud,4
TASK_0797,7391,1,0,1770.32,22.0,71.11,6,0.551,6029,High,Cloud,3
TASK_0798,7238,1,3,3279.1,10.07,50.22,6,0.566,16668,Low,Hybrid,3
TASK_0799,2972,4,2,2686.38,78.86,73.72,4,0.838,3774,Low,Edge,3
TASK_0800,3239,3,1,3385.62,17.44,70.97,2,0.615,17972,Medium,Hybrid,3
TASK_0801,5901,4,3,3413.36,63.88,60.35,17,0.896,15048,High,Hybrid,5
TASK_0802,2261,3,3,3143.67,87.74,66.48,14,0.796,1604,Low,Cloud,5
TASK_0803,1376,5,4,1330.51,27.74,16.38,19,0.615,11420,High,Cloud,4
TASK_0804,4312,2,3,195.03,66.55,38.38,13,0.739,9365,Medium,Cloud,2
TASK_0805,1960,5,1,2277.83,16.69,62.84,3,0.703,15689,Medium,Cloud,1
TASK_0806,2233,3,1,4454.87,61.32,15.7,7,0.937,17737,High,Cloud,1
TASK_0807,2105,2,2,2847.49,23.93,17.47,12,0.516,17014,High,Cloud,5
TASK_0808,6122,1,2,4161.96,72.56,78.89,7,0.948,1433,High,Cloud,3
TASK_0809,7267,1,2,4958.12,35.6,66.3,14,0.826,12144,Medium,Cloud,4
TASK_0810,7486,4,3,818.08,49.39,34.9,16,0.869,1867,Medium,Cloud,2
TASK_0811,4017,3,3,3458.89,60.95,66.6,4,0.501,15340,Medium,Cloud,5
TASK_0812,4235,3,4,3371.47,24.56,74.43,19,0.814,12837,Medium,Edge,4
TASK_0813,9852,1,2,4899.78,73.04,38.01,3,0.794,15291,Medium,Cloud,4
TASK_0814,8934,5,0,4928.0,35.72,17.7,10,0.769,9787,Low,Edge,5
TASK_0815,3090,2,4,3433.39,66.3,84.96,17,0.893,1393,Low,Hybrid,4
TASK_0816,1563,5,0,1218.07,23.45,40.89,9,0.778,13056,Medium,Cloud,3
TASK_0817,4824,5,3,3992.78,68.49,22.99,16,0.929,11392,High,Cloud,4
TASK_0818,9611,1,4,535.15,20.9,51.89,14,0.616,13189,High,Hybrid,2
TASK_0819,5842,1,4,3903.5,46.16,72.64,5,0.903,14141,Medium,Edge,4
TASK_0820,505,1,1,4550.98,31.01,31.62,15,0.59,12621,Medium,Edge,1
TASK_0821,7989,4,3,1914.17,73.61,35.21,14,0.907,19510,Low,Cloud,4
TASK_0822,9159,5,3,3153.18,32.27,33.2,7,0.97,9330,High,Hybrid,5
TASK_0823,8695,3,4,2150.71,84.95,89.38,8,0.668,4960,Medium,Hybrid,1
TASK_0824,6466,2,3,2188.83,85.8,29.81,10,0.765,1663,High,Edge,5
TASK_0825,9337,4,4,1551.85,26.7,58.16,1,0.829,15533,High,Cloud,2
TASK_0826,617,3,1,3810.65,62.18,84.39,12,0.54,15491,Low,Hybrid,3
TASK_0827,3051,5,4,4680.88,17.46,26.02,3,0.747,10265,Medium,Edge,2
TASK_0828,6060,1,3,4703.75,43.28,87.81,8,0.68,5574,High,Edge,1
TASK_0829,4789,5,3,873.91,70.63,86.06,4,0.936,6546,Low,Cloud,3
TASK_0830,1346,2,4,4373.72,66.05,81.34,18,0.938,1185,Medium,Edge,4
TASK_0831,6816,4,4,3687.16,63.1,31.09,2,0.85,19364,High,Cloud,1
TASK_0832,6969,4,4,1264.19,34.02,62.55,2,0.828,8808,Medium,Cloud,3
TASK_0833,9833,2,2,336.42,42.13,72.07,5,0.867,1829,High,Edge,5
TASK_0834,9415,3,3,1339.99,18.75,88.95,9,0.683,14560,High,Cloud,3
TASK_0835,724,3,3,4561.04,71.12,28.53,4,0.702,12520,High,Edge,5
TASK_0836,4708,4,2,3165.89,52.83,72.45,2,0.777,12540,Low,Edge,5
TASK_0837,6783,4,4,3605.27,70.25,40.41,6,0.969,11677,Medium,Cloud,3
TASK_0838,2548,1,1,1285.76,31.16,28.17,17,0.862,13803,Low,Edge,2
TASK_0839,6733,3,4,3596.94,37.58,46.6,7,0.775,14888,High,Hybrid,2
TASK_0840,2328,2,4,140.61,38.41,74.54,0,0.885,14234,High,Cloud,5
TASK_0841,2417,3,2,1876.61,12.19,49.86,3,0.685,2225,Medium,Edge,1
TASK_0842,4734,1,3,3133.77,38.99,55.31,6,0.865,6774,Medium,Cloud,3
TASK_0843,7488,4,4,730.48,78.28,89.64,13,0.705,14043,Low,Edge,1
TASK_0844,2526,4,3,4115.02,86.27,44.93,12,0.64,17163,High,Cloud,2
TASK_0845,4244,1,0,1175.16,54.05,61.16,9,0.805,3844,High,Cloud,1
TASK_0846,9593,2,3,3261.41,48.72,42.39,17,0.843,8347,High,Cloud,4
TASK_0847,509,4,1,2025.99,12.62,44.46,0,0.73,4996,High,Hybrid,4
TASK_0848,760,5,1,2980.22,84.73,67.17,3,0.783,10690,High,Edge,2
TASK_0849,6538,4,4,537.25,11.11,85.34,15,0.847,2688,High,Edge,1
TASK_0850,2719,5,3,84.56,90.3,55.68,15,0.884,15287,Medium,Cloud,3
TASK_0851,7541,1,4,4547.82,51.58,72.63,17,0.948,19831,Medium,Edge,2
TASK_0852,2560,1,2,1348.15,39.06,21.69,7,0.677,18251,High,Cloud,4
TASK_0853,5787,4,1,4098.39,88.56,30.84,9,0.976,13504,Medium,Cloud,2
TASK_0854,2119,3,4,4996.75,12.07,52.66,15,0.819,7952,Medium,Edge,1
TASK_0855,9012,5,2,1057.16,59.42,16.5,10,0.894,12716,Low,Cloud,1
TASK_0856,1842,2,4,1325.85,56.66,33.96,5,0.85,16763,Low,Cloud,1
TASK_0857,3332,4,3,3314.3,28.64,53.81,0,0.603,7084,Medium,Edge,5
TASK_0858,3324,2,3,4827.24,46.46,16.12,11,0.536,14219,Low,Hybrid,1
TASK_0859,2494,4,3,4579.07,65.44,34.84,5,0.863,11204,Low,Cloud,4
TASK_0860,3990,3,3,2514.38,71.81,53.55,12,0.756,17097,Medium,Cloud,4
TASK_0861,9810,3,0,3975.55,10.06,57.99,16,0.851,5049,Low,Cloud,5
TASK_0862,8484,3,2,678.73,89.63,84.43,0,0.738,4457,High,Hybrid,4
TASK_0863,2104,3,2,4887.19,23.98,63.4,7,0.656,18632,Medium,Hybrid,4
TASK_0864,735,1,3,4821.77,29.85,46.11,7,0.643,18551,Medium,Edge,2
TASK_0865,2408,1,0,818.64,32.4,84.78,10,0.865,4490,Low,Hybrid,1
TASK_0866,9067,5,3,1497.12,13.21,73.87,13,0.638,16470,Medium,Cloud,2
TASK_0867,4030,2,0,500.77,20.46,30.0,9,0.857,17189,Medium,Hybrid,2
TASK_0868,5756,4,3,1358.59,93.84,24.81,14,0.692,14162,High,Cloud,4
TASK_0869,3135,4,1,4079.78,36.79,65.69,6,0.885,19281,High,Cloud,3
TASK_0870,8662,1,1,1891.58,19.8,56.99,6,0.571,12728,Low,Edge,1
TASK_0871,3060,4,4,441.98,19.09,74.23,9,0.602,19563,Medium,Cloud,3
TASK_0872,5915,1,3,1711.13,71.15,70.41,3,0.843,13912,Low,Edge,4
TASK_0873,3891,5,2,4906.92,82.64,61.89,17,0.78,6955,High,Cloud,5
TASK_0874,6451,2,4,3148.42,31.84,88.98,9,0.602,11162,High,Edge,2
TASK_0875,5968,5,1,2080.8,11.78,55.02,18,0.951,3720,Medium,Cloud,4
TASK_0876,8507,3,3,832.69,28.96,23.48,13,0.638,11573,Medium,Cloud,4
TASK_0877,9564,3,4,4930.88,14.8,77.12,12,0.711,19327,High,Hybrid,3
TASK_0878,9944,3,3,4104.25,18.79,33.89,14,0.601,12338,High,Hybrid,5
TASK_0879,6913,5,1,1407.39,46.68,73.3,15,0.694,12675,Medium,Hybrid,2
TASK_0880,7441,4,4,350.34,29.54,86.78,1,0.746,15371,High,Edge,5
TASK_0881,5320,2,1,283.13,53.86,67.26,3,0.648,14936,Medium,Edge,5
TASK_0882,3398,3,0,601.89,31.55,59.7,17,0.885,11019,Medium,Edge,5
TASK_0883,8046,3,1,2903.84,89.95,49.53,16,0.697,9414,High,Cloud,1
TASK_0884,577,3,3,4643.82,87.01,42.33,9,0.865,2746,Medium,Cloud,5
TASK_0885,8077,2,2,2483.72,58.18,41.48,8,0.604,17913,High,Cloud,4
TASK_0886,4727,3,1,4214.73,40.13,62.73,14,0.689,9325,Low,Hybrid,1
TASK_0887,1100,2,2,2229.43,42.4,71.35,11,0.504,12995,Medium,Cloud,1
TASK_0888,1565,3,0,3542.92,45.01,65.89,8,0.879,5486,Low,Hybrid,5
TASK_0889,2636,5,4,3659.36,71.84,29.88,13,0.813,17485,Medium,Edge,4
TASK_0890,7443,5,4,869.82,48.39,52.05,12,0.909,15328,Medium,Edge,2
TASK_0891,8304,2,2,1806.08,82.82,74.37,5,0.728,19929,High,Cloud,5
TASK_0892,7065,5,4,3186.51,90.25,50.68,18,0.9,19942,Medium,Cloud,1
TASK_0893,6484,2,1,353.48,38.56,55.25,3,0.824,12233,High,Hybrid,2
TASK_0894,5642,5,2,1807.7,57.66,72.84,19,0.502,18332,Medium,Cloud,2
TASK_0895,5170,5,3,2674.0,18.08,64.59,16,0.627,10760,High,Cloud,1
TASK_0896,2690,2,1,4981.12,27.04,45.7,18,0.747,16702,Medium,Cloud,2
TASK_0897,9684,4,1,2372.67,45.14,82.16,2,0.809,19437,Medium,Cloud,4
TASK_0898,3212,5,1,4080.28,27.53,27.19,13,0.533,1193,Low,Cloud,4
TASK_0899,2692,3,3,2160.34,84.51,89.66,16,0.853,12612,Medium,Edge,5
TASK_0900,1748,4,0,3981.95,23.45,23.91,12,0.772,9229,Medium,Edge,5
TASK_0901,4533,2,4,2977.07,48.73,16.12,8,0.763,5566,Medium,Edge,2
TASK_0902,2497,4,2,4432.98,61.48,81.75,0,0.646,7595,High,Cloud,1
TASK_0903,4187,1,0,2054.71,68.81,33.37,16,0.797,6609,High,Hybrid,4
TASK_0904,4518,1,2,3021.52,42.56,69.73,15,0.514,6108,High,Edge,3
TASK_0905,2470,5,4,3150.09,83.87,75.83,17,0.532,2783,Medium,Cloud,5
TASK_0906,8889,5,3,2086.91,58.31,79.42,1,0.867,11158,High,Cloud,4
